planar,macroscopic,gradient
-6.895886532276271,-0.18859072250513714,-1.2725723219220568
-8.130620362789752,-0.22281077237705857,-1.176746504864718
-9.249379542005707,-0.26050399998874946,-1.042046526703901
-10.214713416197554,-0.30128747354234575,-0.8731171139949119
-10.995613769995531,-0.3446681053482139,-0.680148708597426
-11.575010833392406,-0.3900806155250959,-0.47387953878108746
-11.943372847557706,-0.43691802385580947,-0.26282305819681895
-12.100656949786044,-0.48455991878803834,-0.053908691281040255
-12.051190230119786,-0.5323907382149352,0.14641330492393223
-11.80783033993818,-0.5798207679055389,0.33177166039252004
-11.387646909334746,-0.6263037350334977,0.49544654545961375
-10.816937249018952,-0.6713570113324763,0.6297165365778961
-10.128213836178954,-0.7145842736264645,0.7258524068719518
-9.365232435275049,-0.7557013449296979,0.775401499420969
-8.577410837337016,-0.7945627004494789,0.7719505379275695
-7.82133135941991,-0.831179399367294,0.7142986392214015
-7.148813558894213,-0.865726363835736,0.6097790499421993
-6.601773259535511,-0.8985178346922452,0.4786633728136107
-6.191486813266992,-0.9299542801751319,0.35484428302003
-5.892084693495451,-0.9604124743326891,0.28122233058931956
-5.629042152088353,-0.9901254888764577,0.2770429994938661
-5.337998694507719,-1.0190741259379028,0.2939586645960035
-5.041124822896346,-1.0471860200580039,0.2945832939725008
-4.748832106562717,-1.0744717990584163,0.2910364661745404
-4.459051890547265,-1.100926764608109,0.28434321856074174
-4.180145669441234,-1.1265684220225094,0.2705676727577704
-3.917916545031724,-1.151424639734519,0.24524470809370302
-3.6896562532538275,-1.1755685380182321,0.2056705009290165
-3.506575543173691,-1.199105202947951,0.14627525062469937
-3.3971057520044288,-1.2222136235616172,0.08321393398394861
-3.340147675205794,-1.2450842253142707,-0.014737323289173654
-3.426580398582776,-1.2679271490232258,-0.24404782373698364
-3.828243322679761,-1.291441107007964,-0.5750096672481839
-4.576599733079144,-1.3166409375079327,-0.8850814119617996
-5.59840614660336,-1.3444650256941615,-1.082764631274463
-6.74212899562807,-1.3755027950408716,-1.1317099469233587
-7.861826040450078,-1.409886391044625,-1.0493086227873416
-8.840746241202753,-1.4473592624658067,-0.8776747019382309
-9.61717544432654,-1.4874019193681636,-0.6634471159905724
-10.167640473183898,-1.529376154098497,-0.4466294781173037
-10.510434400561147,-1.5726392513674161,-0.25024924661546155
-10.668138966414821,-1.6166242526840253,-0.07013876357534077
-10.650711927711829,-1.66081530843409,0.11572792887699368
-10.436683108660834,-1.7046832612153506,0.32990779557215877
-9.990896336567511,-1.7476069796190628,0.5793903903642708
-9.277902327932292,-1.7888546938245466,0.8448565063007862
-8.301183323965938,-1.827634463413923,1.082210617432818
-7.113481093066656,-1.863233962322825,1.2339387055290927
-5.833305912907753,-1.895189286091214,1.2510827041900048
-4.611315684686646,-1.9234448385793337,1.1161155081404293
-3.6010748966268946,-1.9484045339896066,0.8656575789265639
-2.8800005268335185,-1.9708363663561104,0.5883846780032547
-2.4243055406203853,-1.9915931486980945,0.40777153241615816
-2.064457462001202,-2.0112447363730936,0.36596634948049034
-1.6923728416594046,-2.0298324186192045,0.35964253204314
-1.3451723979149222,-2.04737312475465,0.3430065809780132
-1.0063596797033783,-2.063930600971588,0.33721001353792
-0.6707523708390821,-2.079512248224605,0.3375206573427625
-0.33131836501785333,-2.094120953998023,0.3403097745284452
0.009867178217808267,-2.107742633632356,0.34177785546166395
0.3522373459054746,-2.1203761388266846,0.3399796416908306
0.6898264615994695,-2.1320214809615274,0.33289568977223194
1.0180287254499385,-2.142703261073162,0.31806556408532977
1.325957589770129,-2.1524560854379176,0.29267507893865274
1.603378883327244,-2.1613656130213057,0.2626668842000309
1.8512913581701909,-2.169504563117887,0.19170593276068593
1.9867907488486158,-2.177047380723967,0.03549412471012425
1.9222796075904394,-2.184476281001796,-0.16748634695243458
1.6518180549437467,-2.1924093038211785,-0.3438255313164187
1.234628544957602,-2.2013811422886556,-0.4473556483885704
0.7571067581666059,-2.211691086695952,-0.4694583554247014
0.29571183410819923,-2.2234004075980467,-0.42402005331548065
-0.09093334846435545,-2.236363578274619,-0.33615910383078884
-0.3766063735533784,-2.2503150854192935,-0.23390842313027446
-0.5587501947249044,-2.2649461649918945,-0.13779206086264958
-0.6521904952786776,-2.279975714859806,-0.055220297634663795
-0.669190789994232,-2.2951631417824623,0.018893294637857994
-0.6144039060029616,-2.3102993112905748,0.09609362316478623
-0.4770035436646595,-2.3251613675315967,0.1856492506279166
-0.24310540474712838,-2.3394904510678076,0.28688125071119697
0.09675895775773438,-2.3529842728949877,0.38540883215969624
0.5277122595722641,-2.3653478141472073,0.4559075169946393
1.008573991747013,-2.376362453452911,0.47033538502161076
1.4683830296154856,-2.3859804824312136,0.4084590944045179
1.8254921805560487,-2.394377211153372,0.2653804075398225
1.9991438446951306,-2.4019799278681737,0.06763028855800468
1.960752757672058,-2.409388713662532,-0.12112338903770326
1.7568970666197241,-2.417186407145054,-0.23380231412638375
1.4931481294192905,-2.4257005456511873,-0.27625286712220143
1.2043913323753213,-2.4350169746727,-0.3034751229289003
0.88619788356149,-2.4452244639799754,-0.32415770347708606
0.5560759254211491,-2.456381891154193,-0.33436337341150607
0.21747113673847787,-2.4685163657562863,-0.3386282768432881
-0.12118062826542712,-2.4816415150294193,-0.3384673819386746
-0.45946362713887134,-2.49575359258111,-0.33587818444406015
-0.7929369971535474,-2.510847231866235,-0.33397061051431937
-1.12740484816751,-2.526911139239904,-0.33573934315777476
-1.464415683469097,-2.5439546482381865,-0.3479403012084561
-1.8232854505844223,-2.562002377946252,-0.36177465476450965
-2.187964992998116,-2.5811271656630055,-0.3717610723700947
-2.5668075953246117,-2.6012937415835897,-0.47658082728143003
-3.1411266475609763,-2.622781967226026,-0.7205844080663084
-4.0079764114572285,-2.646365960902404,-0.9985748900903468
-5.13827642774167,-2.6728890925700353,-1.199581809957178
-6.4071400313715845,-2.702968929254166,-1.259341126073219
-7.656958679888108,-2.7367752009702753,-1.17026363122657
-8.747667293824724,-2.774038383547854,-0.9685490817704165
-9.594056843428941,-2.8141435286516616,-0.710569146419755
-10.168805586664234,-2.856322220129565,-0.4492505326274827
-10.492557908683906,-2.8997962921016325,-0.21722587084543044
-10.603257328355095,-2.9438913979258277,-0.019953461838115416
-10.532464832360137,-2.988035997761239,0.15925669656755748
-10.28474393521998,-3.0317212396928803,0.34494329191517625
-9.842578248529785,-3.0744089917391357,0.5523829484574447
-9.17997803830509,-3.1154948203188533,0.7720404749002441
-8.298497298729297,-3.1543203396289585,0.9705666494220009
-7.238844739461089,-3.1902950522461295,1.1036428373790752
-6.091211623971146,-3.2230079650389007,1.1249688848416923
-4.988906969777704,-3.2523883059320156,1.001215650365772
-4.088780323239602,-3.278790810846153,0.7391970300418058
-3.510512909694093,-3.3030122092912158,0.40422326868021496
-3.280333785879172,-3.326062980861976,0.1103556958832912
-3.2898015179275104,-3.3488620371258357,-0.04550507505848267
-3.3713439359961375,-3.371827207395912,-0.11419419245036844
-3.5181899028282473,-3.395110972211862,-0.1775409774728005
-3.7264258909417385,-3.418926498476148,-0.22625273733079476
-3.970695377489837,-3.4434029096287992,-0.25680922984620413
-4.240044350634147,-3.468635246453874,-0.2741244617361138
-4.5189443009620645,-3.4946668094433946,-0.2819036543132265
-4.8038516592606,-3.521522950218139,-0.28409970365893056
-5.087143708279926,-3.5492042481241537,-0.28511844442819223
-5.374088548116984,-3.5777176529643206,-0.27453435066373055
-5.636212409607387,-3.607040910124771,-0.25883713938269803
-5.89176282688238,-3.637088849055843,-0.2955240839022544
-6.227260577411895,-3.667965980277434,-0.40012162189930534
-6.692006070680991,-3.6999959815938026,-0.533428572862853
-7.294117723137601,-3.733579381505675,-0.656011533354742
-8.004029137390475,-3.769084450030351,-0.7399131761234923
-8.773944075384586,-3.8067570191046345,-0.771818533594776
-9.547666204580027,-3.84669076800933,-0.7487660404036234
